calcPhase t x y theta P11 P12 P13 P22 P23 P33 U1 U2 y1 y2
1 18.400000 -22.335368 -17.192725 12.573585 199.055635 4.248590 0.553643 152.020219 0.685824 0.015732 19.512781 0.134016 0.000000 0.000000 
2 18.400000 -22.335368 -17.192725 12.573585 199.055635 4.248590 0.553643 152.020219 0.685824 0.015732 0.000000 0.000000 80.000000 -35.000000 
3 18.400000 -22.620966 -17.782780 12.567498 184.332367 -4.279498 0.422489 116.543483 0.355114 0.012438 0.000000 0.000000 0.000000 0.000000 
2 18.400000 -22.620966 -17.782780 12.567498 184.332367 -4.279498 0.422489 116.543483 0.355114 0.012438 0.000000 0.000000 80.000000 20.000000 
3 18.400000 -22.799731 -18.082912 12.564549 174.684085 -7.498087 0.377965 97.275200 0.179531 0.010813 0.000000 0.000000 0.000000 0.000000 
1 18.600000 -3.286982 -18.118463 12.698565 177.921345 -0.507498 0.350154 108.356246 0.388683 0.012471 19.512781 0.134016 0.000000 0.000000 
1 18.800000 14.567663 -15.744333 12.805778 180.065677 4.225335 0.296888 126.069580 0.606908 0.014130 18.011798 0.107213 0.000000 0.000000 
1 19.000000 32.065740 -11.473248 12.966598 181.005372 5.112166 0.197728 150.882357 0.841295 0.015788 18.011798 0.160820 0.000000 0.000000 
2 19.000000 32.065740 -11.473248 12.966598 181.005372 5.112166 0.197728 150.882357 0.841295 0.015788 0.000000 0.000000 80.000000 -25.000000 
3 19.000000 31.641154 -10.667758 12.974140 170.110756 10.340384 0.243952 115.379489 0.504363 0.012589 0.000000 0.000000 0.000000 0.000000 
1 19.200000 49.554041 -2.929727 13.108156 170.293511 9.523736 0.117279 137.145250 0.714833 0.014247 19.512781 0.134016 0.000000 0.000000 
2 19.200000 49.554041 -2.929727 13.108156 170.293511 9.523736 0.117279 137.145250 0.714833 0.014247 0.000000 0.000000 80.000000 20.000000 
3 19.200000 49.717640 -3.125512 13.105976 159.733611 17.072245 0.212282 110.604845 0.457124 0.011689 0.000000 0.000000 0.000000 0.000000 
1 19.400000 66.457875 6.900112 13.239993 159.474177 15.110852 0.069997 129.289991 0.635389 0.013347 19.512781 0.134016 0.000000 0.000000 
1 19.600000 79.362188 17.199904 13.374009 162.188539 9.108541 -0.089259 148.246769 0.787714 0.015006 16.510815 0.134016 0.000000 0.000000 
2 19.600000 79.362188 17.199904 13.374009 162.188539 9.108541 -0.089259 148.246769 0.787714 0.015006 0.000000 0.000000 80.000000 -35.000000 
3 19.600000 79.670985 17.332069 13.374428 145.964213 20.839733 0.068521 121.207255 0.494961 0.011751 0.000000 0.000000 0.000000 0.000000 
2 19.600000 79.670985 17.332069 13.374428 145.964213 20.839733 0.068521 121.207255 0.494961 0.011751 0.000000 0.000000 80.000000 35.000000 
3 19.600000 79.375921 18.262508 13.382956 135.803797 26.917356 0.173685 107.582834 0.359530 0.010136 0.000000 0.000000 0.000000 0.000000 
1 19.800000 92.736587 32.483662 13.516973 134.600212 23.812417 0.012738 120.484787 0.474478 0.011794 19.512781 0.134016 0.000000 0.000000 
1 20.000000 104.077283 48.362492 13.650989 138.806262 16.036162 -0.190732 134.182122 0.582010 0.013452 19.512781 0.134016 0.000000 0.000000 
2 20.000000 104.077283 48.362492 13.650989 138.806262 16.036162 -0.190732 134.182122 0.582010 0.013452 0.000000 0.000000 80.000000 -30.000000 
3 20.000000 103.563900 48.891278 13.658345 121.620105 24.179260 -0.024876 120.627005 0.421879 0.011166 0.000000 0.000000 0.000000 0.000000 
1 20.200000 112.554105 66.209616 13.792361 126.893644 16.569529 -0.229933 131.283992 0.495526 0.012824 19.512781 0.134016 0.000000 0.000000 
1 20.400000 118.642344 83.161259 13.953181 139.232197 7.224185 -0.457024 139.715274 0.537785 0.014483 18.011798 0.160820 0.000000 0.000000 
2 20.400000 118.642344 83.161259 13.953181 139.232197 7.224185 -0.457024 139.715274 0.537785 0.014483 0.000000 0.000000 80.000000 -35.000000 
3 20.400000 118.064980 83.776062 13.961849 112.673639 15.743021 -0.190158 129.574940 0.402750 0.011471 0.000000 0.000000 0.000000 0.000000 
2 20.400000 118.064980 83.776062 13.961849 112.673639 15.743021 -0.190158 129.574940 0.402750 0.011471 0.000000 0.000000 80.000000 20.000000 
3 20.400000 117.802636 83.804032 13.964122 97.840170 18.927203 -0.055891 123.860381 0.355875 0.010191 0.000000 0.000000 0.000000 0.000000 
1 20.600000 120.903954 101.546825 14.071335 103.163636 12.589244 -0.239053 129.895845 0.367950 0.011849 18.011798 0.107213 0.000000 0.000000 
1 20.800000 122.187587 121.017338 14.205351 116.985937 5.697184 -0.469729 134.114625 0.352197 0.013508 19.512781 0.134016 0.000000 0.000000 
1 21.000000 120.858148 140.484778 14.339368 140.089204 0.794280 -0.727930 136.552333 0.299266 0.015166 19.512781 0.134016 0.000000 0.000000 
2 21.000000 120.858148 140.484778 14.339368 140.089204 0.794280 -0.727930 136.552333 0.299266 0.015166 0.000000 0.000000 80.000000 -10.000000 
3 21.000000 120.081685 140.463924 14.346771 107.349446 1.013655 -0.413976 131.260856 0.288514 0.012141 0.000000 0.000000 0.000000 0.000000 
1 21.200000 116.333922 158.081504 14.453984 125.581474 -1.974805 -0.621776 133.100758 0.220385 0.013799 18.011798 0.107213 0.000000 0.000000 
2 21.200000 116.333922 158.081504 14.453984 125.581474 -1.974805 -0.621776 133.100758 0.220385 0.013799 0.000000 0.000000 80.000000 35.000000 
3 21.200000 115.752200 157.935627 14.459710 100.576070 -4.577685 -0.384627 128.633126 0.255326 0.011525 0.000000 0.000000 0.000000 0.000000 
1 21.400000 110.042836 175.018601 14.620529 116.899086 -6.031263 -0.568435 129.243062 0.158847 0.013183 18.011798 0.160820 0.000000 0.000000 
1 21.600000 100.974097 192.295945 14.754546 140.067640 -2.222927 -0.778193 130.794154 0.009927 0.014842 19.512781 0.134016 0.000000 0.000000 
1 21.800000 89.678154 208.206642 14.888562 167.700674 8.226313 -0.989818 135.940010 -0.187773 0.016500 19.512781 0.134016 0.000000 0.000000 
2 21.800000 89.678154 208.206642 14.888562 167.700674 8.226313 -0.989818 135.940010 -0.187773 0.016500 0.000000 0.000000 80.000000 -25.000000 
3 21.800000 89.145224 207.540716 14.895022 130.897802 -7.246945 -0.627168 122.652868 -0.016755 0.012876 0.000000 0.000000 0.000000 0.000000 
1 22.000000 77.796268 219.532722 15.029038 148.436646 0.159525 -0.760665 127.260011 -0.182202 0.014534 16.510815 0.134016 0.000000 0.000000 
1 22.200000 62.610482 231.785906 15.163055 169.113693 14.843300 -0.907667 138.784991 -0.424730 0.016192 19.512781 0.134016 0.000000 0.000000 
2 22.200000 62.610482 231.785906 15.163055 169.113693 14.843300 -0.907667 138.784991 -0.424730 0.016192 0.000000 0.000000 80.000000 -5.000000 
3 22.200000 62.694761 231.642501 15.163306 140.569990 -4.777272 -0.600746 116.768060 -0.164692 0.012610 0.000000 0.000000 0.000000 0.000000 
1 22.400000 46.005380 241.752554 15.297323 155.065645 7.107205 -0.698970 127.525736 -0.390290 0.014268 19.512781 0.134016 0.000000 0.000000 
1 22.600000 29.490987 248.942804 15.404536 167.738372 21.059325 -0.775758 145.623077 -0.635545 0.015926 18.011798 0.107213 0.000000 0.000000 
2 22.600000 29.490987 248.942804 15.404536 167.738372 21.059325 -0.775758 145.623077 -0.635545 0.015926 0.000000 0.000000 80.000000 -5.000000 
3 22.600000 28.561803 248.168322 15.415055 146.423698 0.430621 -0.511923 113.205639 -0.282181 0.011889 0.000000 0.000000 0.000000 0.000000 
1 22.800000 9.880107 253.802400 15.549071 154.768167 11.059813 -0.548630 128.622785 -0.511247 0.013547 19.512781 0.134016 0.000000 0.000000 
1 23.000000 -7.904801 256.652302 15.709891 159.930378 20.925403 -0.548159 151.434805 -0.755258 0.015206 18.011798 0.160820 0.000000 0.000000 
1 23.200000 -27.417545 256.614688 15.843907 162.242316 29.446449 -0.507948 186.415945 -1.049225 0.016864 19.512781 0.134016 0.000000 0.000000 
2 23.200000 -27.417545 256.614688 15.843907 162.242316 29.446449 -0.507948 186.415945 -1.049225 0.016864 0.000000 0.000000 80.000000 -30.000000 
3 23.200000 -27.403199 256.503063 15.844801 151.908802 16.933817 -0.379062 130.804221 -0.556792 0.012460 0.000000 0.000000 0.000000 0.000000 
2 23.200000 -27.403199 256.503063 15.844801 151.908802 16.933817 -0.379062 130.804221 -0.556792 0.012460 0.000000 0.000000 80.000000 25.000000 
3 23.200000 -27.680663 256.482613 15.844896 145.286136 11.705306 -0.333855 103.668561 -0.312659 0.010263 0.000000 0.000000 0.000000 0.000000 
1 23.400000 -47.010793 253.819026 15.978912 146.906728 16.682579 -0.280256 119.425301 -0.505611 0.011921 19.512781 0.134016 0.000000 0.000000 
1 23.600000 -64.365474 248.998248 16.086125 148.197844 18.468744 -0.200978 140.401542 -0.705162 0.013579 18.011798 0.107213 0.000000 0.000000 
1 23.800000 -81.104647 242.348064 16.246945 149.472779 15.406573 -0.075439 166.817650 -0.915077 0.015238 18.011798 0.160820 0.000000 0.000000 
2 23.800000 -81.104647 242.348064 16.246945 149.472779 15.406573 -0.075439 166.817650 -0.915077 0.015238 0.000000 0.000000 80.000000 -25.000000 
3 23.800000 -81.188714 242.055227 16.249496 140.969080 21.253129 -0.141461 126.939783 -0.542050 0.011732 0.000000 0.000000 0.000000 0.000000 
1 24.000000 -97.909602 231.997369 16.383512 142.430378 17.151117 0.001685 148.201054 -0.720687 0.013390 19.512781 0.134016 0.000000 0.000000 
1 24.200000 -111.965360 220.734130 16.490725 147.247595 8.403130 0.171771 171.376994 -0.891672 0.015048 18.011798 0.107213 0.000000 0.000000 
2 24.200000 -111.965360 220.734130 16.490725 147.247595 8.403130 0.171771 171.376994 -0.891672 0.015048 0.000000 0.000000 80.000000 5.000000 
3 24.200000 -112.137147 221.281663 16.485744 133.081367 21.735580 0.006428 138.902691 -0.582362 0.011933 0.000000 0.000000 0.000000 0.000000 
1 24.400000 -126.039470 207.589546 16.619760 138.069379 12.992756 0.190513 157.773036 -0.724937 0.013591 19.512781 0.134016 0.000000 0.000000 
1 24.600000 -137.068563 193.349323 16.780580 148.688045 0.214808 0.405557 175.271117 -0.841908 0.015249 18.011798 0.160820 0.000000 0.000000 
2 24.600000 -137.068563 193.349323 16.780580 148.688045 0.214808 0.405557 175.271117 -0.841908 0.015249 0.000000 0.000000 80.000000 20.000000 
3 24.600000 -137.855699 193.683308 16.773155 124.570410 18.019864 0.132689 149.985204 -0.567703 0.011726 0.000000 0.000000 0.000000 0.000000 
1 24.800000 -147.306449 176.611930 16.907171 133.956921 7.007203 0.345880 163.132880 -0.650781 0.013384 19.512781 0.134016 0.000000 0.000000 
1 25.000000 -153.846454 159.829403 17.014385 150.384655 -5.718753 0.578579 174.400523 -0.713776 0.015043 18.011798 0.107213 0.000000 0.000000 
1 25.200000 -158.945262 140.994574 17.148401 178.490970 -21.063808 0.869610 183.230672 -0.751930 0.016701 19.512781 0.134016 0.000000 0.000000 
2 25.200000 -158.945262 140.994574 17.148401 178.490970 -21.063808 0.869610 183.230672 -0.751930 0.016701 0.000000 0.000000 80.000000 0.000000 
3 25.200000 -157.968419 140.279815 17.158611 128.782748 -0.668656 0.404826 165.836278 -0.530279 0.012249 0.000000 0.000000 0.000000 0.000000 
1 25.400000 -160.127304 122.397866 17.319431 147.329802 -9.965389 0.625266 170.257852 -0.521309 0.013907 18.011798 0.160820 0.000000 0.000000 
1 25.600000 -159.333914 102.901222 17.453447 176.652022 -17.846053 0.892501 171.925167 -0.474145 0.015565 19.512781 0.134016 0.000000 0.000000 
1 25.800000 -156.203454 85.163547 17.560660 212.595508 -21.617461 1.161795 172.362369 -0.396154 0.017224 18.011798 0.107213 0.000000 0.000000 
2 25.800000 -156.203454 85.163547 17.560660 212.595508 -21.617461 1.161795 172.362369 -0.396154 0.017224 0.000000 0.000000 80.000000 -30.000000 
3 25.800000 -156.690431 85.190132 17.556650 145.846692 -16.477300 0.609616 162.870380 -0.338719 0.012631 0.000000 0.000000 0.000000 0.000000 
1 26.000000 -151.337543 66.425932 17.690666 172.519449 -17.914905 0.835472 162.715827 -0.240043 0.014290 19.512781 0.134016 0.000000 0.000000 
2 26.000000 -151.337543 66.425932 17.690666 172.519449 -17.914905 0.835472 162.715827 -0.240043 0.014290 0.000000 0.000000 80.000000 10.000000 
3 26.000000 -151.154387 66.574608 17.692349 131.781289 -20.372561 0.504533 155.118688 -0.270589 0.011586 0.000000 0.000000 0.000000 0.000000 
1 26.200000 -143.915463 50.081493 17.853169 151.223891 -20.184082 0.679728 154.597199 -0.157202 0.013244 18.011798 0.160820 0.000000 0.000000 
1 26.400000 -133.313406 33.700254 17.987185 176.477428 -13.961626 0.875979 155.739221 0.010946 0.014903 19.512781 0.134016 0.000000 0.000000 
2 26.400000 -133.313406 33.700254 17.987185 176.477428 -13.961626 0.875979 155.739221 0.010946 0.014903 0.000000 0.000000 80.000000 -35.000000 
3 26.400000 -134.016838 33.198861 17.980063 138.690401 -23.702399 0.526651 143.459981 -0.098008 0.011637 0.000000 0.000000 0.000000 0.000000 
2 26.400000 -134.016838 33.198861 17.980063 138.690401 -23.702399 0.526651 143.459981 -0.098008 0.011637 0.000000 0.000000 80.000000 35.000000 
3 26.400000 -133.625807 33.570129 17.984615 120.419748 -28.826401 0.377100 135.123552 -0.175576 0.010229 0.000000 0.000000 0.000000 0.000000 
1 26.600000 -120.968163 18.719787 18.118631 134.862300 -26.283825 0.510336 134.498288 -0.026972 0.011887 19.512781 0.134016 0.000000 0.000000 
1 26.800000 -108.674916 7.697850 18.252647 148.915783 -20.476273 0.620652 137.621267 0.135350 0.013545 16.510815 0.134016 0.000000 0.000000 
2 26.800000 -108.674916 7.697850 18.252647 148.915783 -20.476273 0.620652 137.621267 0.135350 0.013545 0.000000 0.000000 80.000000 -20.000000 
3 26.800000 -108.861289 7.534207 18.250271 131.134331 -28.328440 0.434504 123.416729 -0.002998 0.011303 0.000000 0.000000 0.000000 0.000000 
1 27.000000 -92.748823 -3.472021 18.384287 143.761978 -21.137150 0.533455 127.796202 0.194106 0.012961 19.512781 0.134016 0.000000 0.000000 
1 27.200000 -75.310230 -12.226683 18.518304 155.704926 -10.143667 0.615707 139.922431 0.433262 0.014619 19.512781 0.134016 0.000000 0.000000 
2 27.200000 -75.310230 -12.226683 18.518304 155.704926 -10.143667 0.615707 139.922431 0.433262 0.014619 0.000000 0.000000 80.000000 -15.000000 
3 27.200000 -75.156711 -12.445569 18.517648 141.418816 -20.768577 0.443234 115.635467 0.181560 0.011607 0.000000 0.000000 0.000000 0.000000 
1 27.400000 -56.708891 -18.803759 18.651664 149.989671 -11.742655 0.487763 127.032258 0.403628 0.013265 19.512781 0.134016 0.000000 0.000000 
1 27.600000 -37.576936 -22.640021 18.785681 156.404427 -1.751248 0.504285 147.803373 0.661947 0.014924 19.512781 0.134016 0.000000 0.000000 
1 27.800000 -21.099792 -23.693937 18.919697 160.432124 5.867616 0.487016 173.682058 0.907744 0.016582 16.510815 0.134016 0.000000 0.000000 
2 27.800000 -21.099792 -23.693937 18.919697 160.432124 5.867616 0.487016 173.682058 0.907744 0.016582 0.000000 0.000000 80.000000 -35.000000 
3 27.800000 -21.441343 -24.046422 18.915395 151.014869 -1.438988 0.388196 126.538908 0.490661 0.012751 0.000000 0.000000 0.000000 0.000000 
2 27.800000 -21.441343 -24.046422 18.915395 151.014869 -1.438988 0.388196 126.538908 0.490661 0.012751 0.000000 0.000000 80.000000 15.000000 
3 27.800000 -21.462611 -23.456751 18.920492 144.789907 -4.122753 0.356224 102.133951 0.274765 0.010830 0.000000 0.000000 0.000000 0.000000 
1 28.000000 -1.998902 -22.073754 19.054508 147.116307 1.806114 0.313216 116.800374 0.481659 0.012488 19.512781 0.134016 0.000000 0.000000 
